head	relation	tail
diagnosis_60	treatment	rx_14
rx_14	treatment_code	EA020
diagnosis_60	treatment	rx_15
rx_15	treatment_code	TREATTX-0025-00001
diagnosis_60	treatment	rx_34
rx_34	treatment_code	TXTEMP0009
diagnosis_60	treatment	rx_35
rx_35	treatment_code	TREATTX-0000-00101
diagnosis_60	disease	disease_2
diagnosis_60	memo	memo_119
diagnosis_60	symptom	cc26
diagnosis_61	pet_number	pet_156-5491
pet_156-5491	species	Canine
pet_156-5491	breed	Akita
pet_156-5491	gender	gender_4
diagnosis_61	age_group	old-age
diagnosis_61	age	age_10
diagnosis_61	weight	weight_12
diagnosis_61	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_61	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_61	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_61	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_61	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_61	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_61	treatment	rx_36
rx_36	treatment_code	ED002
diagnosis_61	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_61	treatment	rx_38
rx_38	treatment_code	TREATTX-0005-00032
diagnosis_61	treatment	rx_39
rx_39	treatment_code	TREATTX-0000-00298
diagnosis_61	disease	disease_7
diagnosis_61	disease	disease_8
diagnosis_61	memo	memo_121
diagnosis_61	symptom	cc27
diagnosis_61	symptom	cc28
diagnosis_61	symptom	cc29
diagnosis_62	pet_number	pet_156-5147
pet_156-5147	species	Canine
pet_156-5147	breed	French Bulldog
pet_156-5147	gender	gender_3
diagnosis_62	age_group	old-age
diagnosis_62	age	age_7
diagnosis_62	weight	weight_1
diagnosis_62	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_62	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_62	treatment	rx_32
rx_32	treatment_code	EH002
diagnosis_62	treatment	rx_40
rx_40	treatment_code	TREATTX-0013-00001
diagnosis_62	treatment	rx_41
rx_41	treatment_code	TREATTX-0000-00297
diagnosis_62	treatment	rx_42
rx_42	treatment_code	EG003
diagnosis_62	treatment	rx_13
rx_13	treatment_code	TREATTX-0008-00017
diagnosis_62	treatment	rx_43
rx_43	treatment_code	TREATTX-0000-00249
diagnosis_62	treatment	rx_44
rx_44	treatment_code	TREATTX-0000-00209
diagnosis_62	disease	disease_1
diagnosis_62	memo	memo_123
diagnosis_62	symptom	cc1
diagnosis_63	pet_number	pet_156-5407
pet_156-5407	species	Canine
pet_156-5407	breed	Welsh Corgis
pet_156-5407	gender	gender_3
diagnosis_63	age_group	superaged
diagnosis_63	age	age_13
diagnosis_63	weight	weight_20
diagnosis_63	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_63	treatment	rx_45
rx_45	treatment_code	TREATTX-0000-00155
diagnosis_63	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_63	treatment	rx_6
rx_6	treatment_code	8
diagnosis_63	treatment	rx_46
rx_46	treatment_code	TREATTX-0000-00354
diagnosis_63	treatment	rx_47
rx_47	treatment_code	TREATTX-0000-00094
diagnosis_63	disease	disease_9
disease_9	main_category	심혈관계
diagnosis_63	memo	memo_125
diagnosis_63	symptom	cc30
diagnosis_64	pet_number	pet_156-5489
pet_156-5489	species	Canine
pet_156-5489	breed	Shih Tzu
pet_156-5489	gender	gender_3
diagnosis_64	age_group	adult
diagnosis_64	age	age_6
diagnosis_64	weight	weight_15
diagnosis_64	disease	disease_2
diagnosis_64	memo	memo_127
diagnosis_64	symptom	cc31
diagnosis_65	pet_number	pet_156-1783
pet_156-1783	species	Canine
pet_156-1783	breed	Miniature Pinscher
pet_156-1783	gender	gender_2
diagnosis_65	age_group	old-age
diagnosis_65	age	age_10
diagnosis_65	weight	weight_0
diagnosis_65	disease	disease_2
diagnosis_65	memo	memo_129
diagnosis_65	symptom	cc32
diagnosis_66	pet_number	pet_156-5489
pet_156-5489	species	Canine
pet_156-5489	breed	Shih Tzu
pet_156-5489	gender	gender_3
diagnosis_66	age_group	adult
diagnosis_66	age	age_6
diagnosis_66	weight	weight_15
diagnosis_66	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_66	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_66	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_66	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_66	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_66	disease	disease_2
diagnosis_66	memo	memo_131
diagnosis_66	symptom	cc33
diagnosis_67	pet_number	pet_156-5494
pet_156-5494	species	Canine
pet_156-5494	breed	Maltese
pet_156-5494	gender	gender_4
diagnosis_67	age_group	adult
diagnosis_67	age	age_5
diagnosis_67	weight	weight_18
diagnosis_67	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_67	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_67	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_67	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_67	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_67	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_67	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_67	treatment	rx_38
rx_38	treatment_code	TREATTX-0005-00032
diagnosis_67	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_67	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_67	treatment	rx_48
rx_48	treatment_code	TREATTX-0000-00151
diagnosis_67	treatment	rx_25
rx_25	treatment_code	TREATTX-0000-00434
diagnosis_67	disease	disease_10
disease_10	main_category	면역계
diagnosis_67	disease	disease_6
diagnosis_67	memo	memo_133
diagnosis_67	symptom	cc34
diagnosis_68	pet_number	pet_156-2113
pet_156-2113	species	Canine
pet_156-2113	breed	Shiba Inu
pet_156-2113	gender	gender_2
diagnosis_68	age_group	old-age
diagnosis_68	age	age_9
diagnosis_68	weight	weight_21
diagnosis_68	treatment	rx_49
rx_49	treatment_code	TREATTX-0000-00117
diagnosis_68	disease	disease_2
diagnosis_68	memo	memo_135
diagnosis_68	symptom	cc35
diagnosis_69	pet_number	pet_156-5493
pet_156-5493	species	Canine
pet_156-5493	breed	Chihuahua
pet_156-5493	gender	gender_3
diagnosis_69	age_group	adult
diagnosis_69	age	age_5
diagnosis_69	weight	weight_22
diagnosis_69	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_69	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_69	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_69	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_69	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_69	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_69	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_69	treatment	rx_50
rx_50	treatment_code	TREATTX-0000-00340
diagnosis_69	treatment	rx_51
rx_51	treatment_code	TREATTX-0000-00202
diagnosis_69	treatment	rx_52
rx_52	treatment_code	TREATTX-0000-00394
diagnosis_69	treatment	rx_53
rx_53	treatment_code	TREATTX-0000-00437
diagnosis_69	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_69	treatment	rx_18
rx_18	treatment_code	TREATTX-0000-00266
diagnosis_69	disease	disease_2
diagnosis_69	memo	memo_137
diagnosis_69	symptom	cc36
diagnosis_70	pet_number	pet_156-4800
pet_156-4800	species	Canine
pet_156-4800	breed	Maltese
pet_156-4800	gender	gender_3
diagnosis_70	age_group	superaged
diagnosis_70	age	age_14
diagnosis_70	weight	weight_23
diagnosis_70	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_70	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_70	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_70	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_70	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_70	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_70	treatment	rx_55
rx_55	treatment_code	TREATTX-0000-00335
diagnosis_70	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_70	disease	disease_3
disease_3	main_category	일반
diagnosis_70	disease	disease_6
diagnosis_70	memo	memo_139
diagnosis_70	symptom	cc20
diagnosis_70	symptom	cc21
diagnosis_70	symptom	cc22
diagnosis_71	pet_number	pet_156-3146
pet_156-3146	species	Canine
pet_156-3146	breed	Yorkshire Terrier
pet_156-3146	gender	gender_3
diagnosis_71	age_group	superaged
diagnosis_71	age	age_16
diagnosis_71	weight	weight_24
diagnosis_71	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_71	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_71	treatment	rx_57
rx_57	treatment_code	TREATTX-0002-00040
diagnosis_71	disease	disease_2
diagnosis_71	memo	memo_141
diagnosis_71	symptom	cc37
diagnosis_71	symptom	cc38
diagnosis_71	symptom	cc39
diagnosis_72	pet_number	pet_156-5346
pet_156-5346	species	Canine
pet_156-5346	breed	Maltese
pet_156-5346	gender	gender_3
diagnosis_72	age_group	old-age
diagnosis_72	age	age_9
diagnosis_72	weight	weight_8
diagnosis_72	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_72	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_72	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_72	treatment	rx_58
rx_58	treatment_code	TREATTX-0005-00010
diagnosis_72	treatment	rx_59
rx_59	treatment_code	EAE006
diagnosis_72	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_72	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_72	treatment	rx_57
rx_57	treatment_code	TREATTX-0002-00040
diagnosis_72	disease	disease_11
disease_11	main_category	소화기
diagnosis_72	memo	memo_143
diagnosis_72	symptom	cc40
diagnosis_73	pet_number	pet_156-5492
pet_156-5492	species	Canine
pet_156-5492	breed	Bichon Frise
pet_156-5492	gender	gender_3
diagnosis_73	age_group	old-age
diagnosis_73	age	age_7
diagnosis_73	weight	weight_25
diagnosis_73	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_73	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_73	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_73	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_73	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_73	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_73	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_73	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_73	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_73	treatment	rx_60
rx_60	treatment_code	EAF006
diagnosis_73	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_73	treatment	rx_61
rx_61	treatment_code	ED027
diagnosis_73	treatment	rx_62
rx_62	treatment_code	TREATTX-0010-00003
diagnosis_73	treatment	rx_63
rx_63	treatment_code	TREATTX-0000-00368
diagnosis_73	treatment	rx_21
rx_21	treatment_code	TREATTX-0000-00395
diagnosis_73	disease	disease_12
disease_12	main_category	소화기
diagnosis_73	disease	disease_13
diagnosis_73	disease	disease_14
diagnosis_73	memo	memo_145
diagnosis_73	symptom	cc41
diagnosis_73	symptom	cc42
diagnosis_74	pet_number	pet_156-2039
pet_156-2039	species	Canine
pet_156-2039	breed	Jack Russell Terrier
pet_156-2039	gender	gender_3
diagnosis_74	age_group	old-age
diagnosis_74	age	age_12
diagnosis_74	weight	weight_4
diagnosis_74	treatment	rx_64
rx_64	treatment_code	TREATTX-0002-00010
diagnosis_74	disease	disease_2
diagnosis_74	memo	memo_147
diagnosis_74	symptom	cc4
diagnosis_75	pet_number	pet_156-1909
pet_156-1909	species	Canine
pet_156-1909	breed	Shih Tzu
pet_156-1909	gender	gender_4
diagnosis_75	age_group	superaged
diagnosis_75	age	age_15
diagnosis_75	weight	weight_7
diagnosis_75	treatment	rx_49
rx_49	treatment_code	TREATTX-0000-00117
diagnosis_75	treatment	rx_6
rx_6	treatment_code	8
diagnosis_75	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_75	treatment	rx_65
rx_65	treatment_code	TREATTX-0000-00241
diagnosis_75	treatment	rx_66
rx_66	treatment_code	TREATTX-0008-00030
diagnosis_75	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_75	disease	disease_2
diagnosis_75	memo	memo_149
diagnosis_75	symptom	cc5
diagnosis_76	pet_number	pet_156-4923
pet_156-4923	species	Canine
pet_156-4923	breed	Mixed
pet_156-4923	gender	gender_3
diagnosis_76	age_group	adult
diagnosis_76	age	age_4
diagnosis_76	weight	weight_26
diagnosis_76	treatment	rx_19
rx_19	treatment_code	TREATTX-0000-00144
diagnosis_76	treatment	rx_67
rx_67	treatment_code	TREATTX-0000-00285
diagnosis_76	disease	disease_2
diagnosis_76	memo	memo_151
diagnosis_76	symptom	cc43
diagnosis_77	pet_number	pet_156-4104
pet_156-4104	species	Canine
pet_156-4104	breed	Pomeranian
pet_156-4104	gender	gender_1
diagnosis_77	age_group	old-age
diagnosis_77	age	age_9
diagnosis_77	weight	weight_3
diagnosis_77	treatment	rx_68
rx_68	treatment_code	TREATTX-0000-00378
diagnosis_77	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_77	disease	disease_2
diagnosis_77	memo	memo_153
diagnosis_77	symptom	cc3
diagnosis_78	pet_number	pet_156-5494
pet_156-5494	species	Canine
pet_156-5494	breed	Maltese
pet_156-5494	gender	gender_4
diagnosis_78	age_group	adult
diagnosis_78	age	age_5
diagnosis_78	weight	weight_27
diagnosis_78	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_78	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_78	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_78	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_78	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_78	disease	disease_15
disease_15	main_category	소화기
diagnosis_78	disease	disease_16
diagnosis_78	memo	memo_155
diagnosis_78	symptom	cc34
diagnosis_79	pet_number	pet_156-5211
pet_156-5211	species	Canine
pet_156-5211	breed	Unknown
pet_156-5211	gender	gender_4
diagnosis_79	age_group	superaged
diagnosis_79	age	age_13
diagnosis_79	weight	weight_28
diagnosis_79	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_79	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_79	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_79	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_79	disease	disease_2
diagnosis_79	memo	memo_157
diagnosis_79	symptom	cc44
diagnosis_80	pet_number	pet_156-5492
pet_156-5492	species	Canine
pet_156-5492	breed	Bichon Frise
pet_156-5492	gender	gender_3
diagnosis_80	age_group	old-age
diagnosis_80	age	age_7
diagnosis_80	weight	weight_29
diagnosis_80	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_80	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_80	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_80	treatment	rx_64
rx_64	treatment_code	TREATTX-0002-00010
diagnosis_80	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_80	disease	disease_15
disease_15	main_category	소화기
diagnosis_80	memo	memo_159
diagnosis_80	symptom	cc41
diagnosis_80	symptom	cc42
diagnosis_81	pet_number	pet_156-5495
pet_156-5495	species	Canine
pet_156-5495	breed	Bichon Frise
pet_156-5495	gender	gender_4
diagnosis_81	age_group	adult
diagnosis_81	age	age_4
diagnosis_81	weight	weight_14
diagnosis_81	treatment	rx_40
rx_40	treatment_code	TREATTX-0013-00001
diagnosis_81	disease	disease_2
diagnosis_81	memo	memo_161
diagnosis_81	symptom	cc45
diagnosis_82	pet_number	pet_156-5401
pet_156-5401	species	Canine
pet_156-5401	breed	Mixed
pet_156-5401	gender	gender_1
diagnosis_82	age_group	old-age
diagnosis_82	age	age_9
diagnosis_82	weight	weight_30
diagnosis_82	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_82	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_82	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_82	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_82	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_82	treatment	rx_38
rx_38	treatment_code	TREATTX-0005-00032
diagnosis_82	disease	disease_2
diagnosis_82	memo	memo_163
diagnosis_82	symptom	cc46
diagnosis_83	pet_number	pet_156-5471
pet_156-5471	species	Canine
pet_156-5471	breed	Poodle
pet_156-5471	gender	gender_4
diagnosis_83	age_group	adult
diagnosis_83	age	age_4
diagnosis_83	weight	weight_31
diagnosis_83	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_83	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_83	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_83	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_83	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_83	treatment	rx_38
rx_38	treatment_code	TREATTX-0005-00032
diagnosis_83	disease	disease_2
diagnosis_83	memo	memo_165
diagnosis_83	symptom	cc47
diagnosis_84	pet_number	pet_156-4800
pet_156-4800	species	Canine
pet_156-4800	breed	Maltese
pet_156-4800	gender	gender_3
diagnosis_84	age_group	superaged
diagnosis_84	age	age_14
diagnosis_84	weight	weight_23
diagnosis_84	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_84	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_84	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_84	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_84	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_84	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_84	treatment	rx_69
rx_69	treatment_code	TREATTX-0000-00348
diagnosis_84	disease	disease_3
disease_3	main_category	일반
diagnosis_84	memo	memo_167
diagnosis_84	symptom	cc20
diagnosis_84	symptom	cc21
diagnosis_84	symptom	cc22
diagnosis_85	pet_number	pet_156-5461
pet_156-5461	species	Canine
pet_156-5461	breed	Maltese
pet_156-5461	gender	gender_1
diagnosis_85	age_group	old-age
diagnosis_85	age	age_10
diagnosis_85	weight	weight_9
diagnosis_85	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_85	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_85	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_85	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_85	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_85	treatment	rx_38
rx_38	treatment_code	TREATTX-0005-00032
diagnosis_85	disease	disease_2
diagnosis_85	memo	memo_169
diagnosis_85	symptom	cc47
diagnosis_86	pet_number	pet_156-78
pet_156-78	species	Canine
pet_156-78	breed	Maltese
pet_156-78	gender	gender_4
diagnosis_86	age_group	superaged
diagnosis_86	age	age_14
diagnosis_86	weight	weight_32
diagnosis_86	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_86	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_86	disease	disease_2
diagnosis_86	memo	memo_171
diagnosis_86	symptom	cc48
diagnosis_87	pet_number	pet_156-3415
pet_156-3415	species	Canine
pet_156-3415	breed	Pomeranian
pet_156-3415	gender	gender_2
diagnosis_87	age_group	old-age
diagnosis_87	age	age_10
diagnosis_87	weight	weight_2
diagnosis_87	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_87	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_87	disease	disease_2
diagnosis_87	memo	memo_173
diagnosis_87	symptom	cc2
diagnosis_88	pet_number	pet_156-2624
pet_156-2624	species	Canine
pet_156-2624	breed	Maltese
pet_156-2624	gender	gender_4
diagnosis_88	age_group	superaged
diagnosis_88	age	age_16
diagnosis_88	weight	weight_19
diagnosis_88	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_88	treatment	rx_14
rx_14	treatment_code	EA020
diagnosis_88	treatment	rx_15
rx_15	treatment_code	TREATTX-0025-00001
diagnosis_88	treatment	rx_70
rx_70	treatment_code	TREATTX-0000-00102
diagnosis_88	treatment	rx_66
rx_66	treatment_code	TREATTX-0008-00030
diagnosis_88	treatment	rx_71
rx_71	treatment_code	TREATTX-0008-00018
diagnosis_88	disease	disease_2
diagnosis_88	memo	memo_175
diagnosis_88	symptom	cc26
diagnosis_89	pet_number	pet_156-1909
pet_156-1909	species	Canine
pet_156-1909	breed	Shih Tzu
pet_156-1909	gender	gender_4
diagnosis_89	age_group	superaged
diagnosis_89	age	age_15
diagnosis_89	weight	weight_7
diagnosis_89	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_89	treatment	rx_72
rx_72	treatment_code	TREATTX-0000-00376
diagnosis_89	disease	disease_2
diagnosis_89	memo	memo_177
diagnosis_89	symptom	cc49
diagnosis_90	pet_number	pet_156-5496
pet_156-5496	species	Canine
pet_156-5496	breed	Labrador Retriever
pet_156-5496	gender	gender_2
diagnosis_90	age_group	adult
diagnosis_90	age	age_2
diagnosis_90	weight	weight_17
diagnosis_90	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_90	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_90	disease	disease_2
diagnosis_90	memo	memo_179
diagnosis_91	pet_number	pet_156-1783
pet_156-1783	species	Canine
pet_156-1783	breed	Miniature Pinscher
pet_156-1783	gender	gender_2
diagnosis_91	age_group	old-age
diagnosis_91	age	age_10
diagnosis_91	weight	weight_0
diagnosis_91	prescription	rx_0
rx_0	prescription_code	ANB035
diagnosis_91	prescription	rx_1
rx_1	prescription_code	ANB081
diagnosis_91	prescription	rx_4
rx_4	prescription_code	DIG022
diagnosis_91	disease	disease_0
